"","x","y","z","t"
"549",-0.2933,0.0905,-0.0746,2021-12-12 13:59:54
"550",-0.4278,0.1183,0.3313,2021-12-12 13:59:55
"551",-0.2264,0.1676,0.1203,2021-12-12 13:59:56
"552",-1.218,-0.3097,-0.00139999999999998,2021-12-12 13:59:57
"553",-0.2784,-0.1323,-0.0307,2021-12-12 13:59:58
"554",-0.081,-0.1349,0.1605,2021-12-12 13:59:59
"555",0.0754,-0.1173,0.487,2021-12-12 14:00:00
"556",2.3151,-3.6098,-0.478099999999999,2021-12-12 14:00:01
"557",18.54,-11.9396,10.7717,2021-12-12 14:00:02
"558",-9.9999999999989e-05,-0.5606,-1.9193,2021-12-12 14:00:03
"559",11.7192,-21.0528,-0.0792,2021-12-12 14:00:04
"560",0.791,0.5065,-0.8653,2021-12-12 14:00:05
"561",4.3144,0.261299999999999,-7.4377,2021-12-12 14:00:06
"562",2.102,-3.586,6.0929,2021-12-12 14:00:07
"563",116.0742,98.7391000000003,-295.6258,2021-12-12 14:00:08
"564",0.7427,0.6133,-2.1479,2021-12-12 14:00:09
"565",1.2622,-0.1147,-0.6554,2021-12-12 14:00:10
"566",0.2452,0.0218,-0.4579,2021-12-12 14:00:11
"567",4.4874,-0.1568,-1.4804,2021-12-12 14:00:12
"568",3.4923,-5.5586,-3.2578,2021-12-12 14:00:13
"569",8.2373,3.5697,-5.501,2021-12-12 14:00:14
"570",0.360600000000001,-3.0188,-7.85220000000001,2021-12-12 14:00:15
"571",0.0247,0.0275,-0.3869,2021-12-12 14:00:16
"572",1.8503,-2.108,6.0823,2021-12-12 14:00:17
"573",-22.312,-8.4436,-7.2094,2021-12-12 14:00:18
"574",1.9411,-0.7378,0.4312,2021-12-12 14:00:19
"575",-0.3347,-0.059,0.3156,2021-12-12 14:00:20
"576",-5.4848,0.4314,-8.2864,2021-12-12 14:00:21
"577",12.4013,-47.1901,-8.26870000000001,2021-12-12 14:00:22
"578",-0.7089,0.5254,-0.5788,2021-12-12 14:00:23
"579",-1.0026,-0.1388,-1.1141,2021-12-12 14:00:24
"580",0.7419,-0.2659,1.1014,2021-12-12 14:00:25
"581",-1.4771,-0.6629,1.0315,2021-12-12 14:00:26
"582",-1.5443,-1.0125,0.8141,2021-12-12 14:00:27
"583",-1.6648,-0.793,-0.3315,2021-12-12 14:00:28
"584",-0.5266,-0.1977,0.541,2021-12-12 14:00:29
"585",-1.5473,-0.6037,-0.8455,2021-12-12 14:00:30
"586",-1.4636,-1.0919,1.7455,2021-12-12 14:00:31
"587",-5.1209,-2.5676,5.0994,2021-12-12 14:00:32
"588",-0.2207,-1.0204,2.1069,2021-12-12 14:00:33
"589",2.5715,-37.3303,46.9431,2021-12-12 14:00:34
"590",-0.687700000000001,-2.2286,1.0226,2021-12-12 14:00:35
"591",-1.123,-1.1729,-2.0967,2021-12-12 14:00:36
"592",-0.1854,-2.5308,1.91339999999999,2021-12-12 14:00:37
"593",0.0146,-0.0033,-0.1283,2021-12-12 14:00:38
"594",0.9903,-0.0826,0.0948000000000013,2021-12-12 14:00:39
"595",-13.4121,-22.0533,13.0758,2021-12-12 14:00:40
"596",-0.4437,0.35,0.4314,2021-12-12 14:00:41
"597",0.7853,0.0614000000000001,6.2612,2021-12-12 14:00:42
"598",0.7704,0.3542,0.119,2021-12-12 14:00:43
"599",33.524,-5.3473,-14.9913,2021-12-12 14:00:44
"600",-0.1087,0.1279,-0.8923,2021-12-12 14:00:45
"601",-0.5385,0.3166,-0.0842,2021-12-12 14:00:46
"602",0.717,-1.207,-0.4969,2021-12-12 14:00:47
"603",20.0552,-35.4275,-1.2925,2021-12-12 14:00:48
"604",0.5972,-1.0132,0.6348,2021-12-12 14:00:49
"605",2.6323,-1.1657,-0.6685,2021-12-12 14:00:50
"606",3.2807,-1.0527,-0.1573,2021-12-12 14:00:51
"607",2.3681,-1.0659,1.4657,2021-12-12 14:00:52
"608",0.7932,0.7495,-0.743,2021-12-12 14:00:53
"609",-0.3777,-0.1634,3.0291,2021-12-12 14:00:54
"610",1.333,0.9563,4.1598,2021-12-12 14:00:55
"611",0.2312,-1.4738,0.2016,2021-12-12 14:00:56
"612",-1.0839,-1.5001,0.9163,2021-12-12 14:00:57
"613",-0.2454,0.4317,-0.14,2021-12-12 14:00:58
"614",1.3855,0.6667,-0.3065,2021-12-12 14:00:59
"615",-0.2032,0.3421,0.1339,2021-12-12 14:01:00
"616",-1.1551,0.4597,-3.636,2021-12-12 14:01:01
"617",-0.4589,-0.2949,0.8943,2021-12-12 14:01:02
"618",0.3106,0.4195,1.1958,2021-12-12 14:01:03
"619",-0.4715,-2.927,0.1842,2021-12-12 14:01:04
"620",-0.9197,-0.3386,1.2839,2021-12-12 14:01:05
"621",-1.1984,-0.8421,-1.0984,2021-12-12 14:01:06
"622",-0.5792,-0.0874,0.0135,2021-12-12 14:01:07
"623",0.6829,-0.4403,-1.1819,2021-12-12 14:01:08
"624",-0.5665,0.3441,0.4066,2021-12-12 14:01:09
"625",-0.6668,0.1285,0.527,2021-12-12 14:01:10
"626",0.391,-0.2726,-1.4098,2021-12-12 14:01:11
"627",1.7921,0.2097,-0.5247,2021-12-12 14:01:12
"628",-1.394,-0.8675,-0.6785,2021-12-12 14:01:13
"629",-2.4841,-1.4101,-0.6805,2021-12-12 14:01:14
"630",-2.9694,-3.7494,-0.4211,2021-12-12 14:01:15
"631",-44.6016000000001,-84.8024,50.6034,2021-12-12 14:01:16
"632",-3.4287,-3.0453,-0.0228,2021-12-12 14:01:17
"633",-0.819,-1.7228,2.4469,2021-12-12 14:01:18
"634",-2.6805,1.2956,1.8965,2021-12-12 14:01:19
"635",0.5844,-0.1102,-2.0302,2021-12-12 14:01:20
"636",-2.0716,1.312,-0.7401,2021-12-12 14:01:21
"637",0.433,-0.7982,0.0222,2021-12-12 14:01:22
"638",0.2698,0.5633,-1.6571,2021-12-12 14:01:23
"639",-6.4993,4.0814,17.559,2021-12-12 14:01:24
"640",7.1617,3.7269,5.4767,2021-12-12 14:01:25
"641",0.2384,-0.5398,10.2292,2021-12-12 14:01:26
"642",0.1411,0.1083,-0.2638,2021-12-12 14:01:27
"643",-0.0571,0.0416,-0.2388,2021-12-12 14:01:28
"644",0.039,-0.1245,-0.1682,2021-12-12 14:01:29
"645",0.0686,-0.0478,-0.5186,2021-12-12 14:01:30
"646",-0.6555,0.2192,3.4026,2021-12-12 14:01:31
"647",-4.4849,-1.1901,-6.4529,2021-12-12 14:01:32
"648",1.4606,2.0172,-0.9095,2021-12-12 14:01:33
"649",1.09,3.0256,-2.9624,2021-12-12 14:01:34
"650",2.3604,1.9156,-1.1992,2021-12-12 14:01:35
"651",2.5059,0.0604,0.109,2021-12-12 14:01:36
"652",2.979,-0.1303,-1.5059,2021-12-12 14:01:37
"653",1.945,2.1986,-1.5467,2021-12-12 14:01:38
"654",1.8585,1.3442,-1.6911,2021-12-12 14:01:39
"655",1.0631,2.5455,-0.7614,2021-12-12 14:01:40
"656",0.8615,2.1298,-3.0658,2021-12-12 14:01:41
"657",-0.1679,-1.2433,1.6008,2021-12-12 14:01:42
"658",-1.3457,-0.2245,-0.8976,2021-12-12 14:01:43
"659",-1.0077,-1.759,1.5884,2021-12-12 14:01:44
"660",0.5711,-3.0618,2.2132,2021-12-12 14:01:45
"661",1.9761,-2.783,1.2332,2021-12-12 14:01:46
"662",0.129,-0.3254,1.7851,2021-12-12 14:01:47
"663",1.2248,-0.7042,-0.9253,2021-12-12 14:01:48
"664",1.4069,0.0998,0.1713,2021-12-12 14:01:49
"665",0.6844,1.0736,1.0768,2021-12-12 14:01:50
"666",-1.8167,-1.988,0.3181,2021-12-12 14:01:51
"667",-2.4718,-1.3886,-0.2065,2021-12-12 14:01:52
"668",0.1567,-1.3264,-0.2,2021-12-12 14:01:53
"669",2.9077,1.8761,3.2277,2021-12-12 14:01:54
"670",-1.6358,-2.4198,-1.3349,2021-12-12 14:01:55
"671",-3.6153,-5.1596,-2.9881,2021-12-12 14:01:56
"672",-3.4461,-2.0678,0.1121,2021-12-12 14:01:57
"673",0.2284,-2.6025,-0.1762,2021-12-12 14:01:58
"674",-0.6857,-1.7253,1.0094,2021-12-12 14:01:59
"675",-0.3877,-2.0796,2.0366,2021-12-12 14:02:00
"676",-0.833,0.3271,0.5513,2021-12-12 14:02:01
"677",-0.4757,-0.5417,-0.3118,2021-12-12 14:02:02
"678",1.073,-2.6691,-0.1752,2021-12-12 14:02:03
"679",-1.0345,-3.0779,-1.3632,2021-12-12 14:02:04
"680",-0.719,-0.1667,-0.2754,2021-12-12 14:02:05
"681",1.2764,-3.0307,-3.298,2021-12-12 14:02:06
"682",3.676,-2.843,1.4184,2021-12-12 14:02:07
"683",2.3065,-0.0926,2.0832,2021-12-12 14:02:08
"684",1.79,-1.2216,0.222,2021-12-12 14:02:09
"685",2.0639,-1.6612,-0.8581,2021-12-12 14:02:10
"686",0.6583,-2.8833,-0.729,2021-12-12 14:02:11
"687",0.9923,-3.1725,1.7757,2021-12-12 14:02:12
"688",0.6031,-1.172,0.7213,2021-12-12 14:02:13
"689",0.2727,-0.9839,0.1126,2021-12-12 14:02:14
"690",0.4336,-0.4299,0.0606,2021-12-12 14:02:15
"691",-0.1139,-0.4127,0.0985,2021-12-12 14:02:16
"692",-0.4277,-0.9613,0.406,2021-12-12 14:02:17
"693",-0.413,-0.6201,0.2205,2021-12-12 14:02:18
"694",-0.7558,0.436,-0.9138,2021-12-12 14:02:19
"695",1.1626,-0.2447,-0.7117,2021-12-12 14:02:20
"696",1.9838,1.3762,-0.2773,2021-12-12 14:02:21
"697",-6.7359,-4.4163,1.7618,2021-12-12 14:02:22
"698",-0.2743,-0.2177,-0.2567,2021-12-12 14:02:23
"699",0.8039,-1.5892,-1.4277,2021-12-12 14:02:24
"700",-0.211,-0.3346,0.7196,2021-12-12 14:02:25
"701",-1.0716,-15.7042,19.2515,2021-12-12 14:02:26
"702",16.3482,-3.0508,9.5839,2021-12-12 14:02:27
"703",34.2584,-4.6574,8.0761,2021-12-12 14:02:28
"704",0.3769,-4.1619,-1.9223,2021-12-12 14:02:29
"705",4.8721,4.587,-4.3009,2021-12-12 14:02:30
"706",0.1953,-0.5212,-0.8122,2021-12-12 14:02:31
"707",-1.7705,0.076,1.4857,2021-12-12 14:02:32
"708",-0.9246,-0.3741,0.1489,2021-12-12 14:02:33
"709",0.8069,1.0259,-2.5716,2021-12-12 14:02:34
"710",-2.1898,0.1166,-1.1526,2021-12-12 14:02:35
"711",0.9025,-0.795,-0.712,2021-12-12 14:02:36
"712",1.0948,-0.4329,0.3032,2021-12-12 14:02:37
"713",-0.5963,-0.144,1.4583,2021-12-12 14:02:38
"714",0.7751,-0.951,-2.8703,2021-12-12 14:02:39
"715",-0.7606,0.7474,-0.7731,2021-12-12 14:02:40
"716",-9.1858,-7.1422,-16.0849,2021-12-12 14:02:41
"717",0.1433,-0.2327,-0.0558,2021-12-12 14:02:42
"718",-0.1229,-0.1987,0.0125,2021-12-12 14:02:43
"719",-0.8096,-1.401,-2.6419,2021-12-12 14:02:44
"720",3.4387,0.7096,-1.0139,2021-12-12 14:02:45
"721",1.3763,-0.7978,0.0645,2021-12-12 14:02:46
"722",-0.8519,-0.9539,-0.2238,2021-12-12 14:02:47
"723",-0.3983,-0.7227,0.0445,2021-12-12 14:02:48
"724",0.1904,-0.386,0.1661,2021-12-12 14:02:49
"725",-2.3184,-0.9878,0.8109,2021-12-12 14:02:50
"726",-0.6718,-0.1027,-0.7391,2021-12-12 14:02:51
"727",1.2562,5.4159,3.8287,2021-12-12 14:02:52
"728",-4.5241,-3.9306,1.425,2021-12-12 14:02:53
"729",5.9091,-0.6033,-10.2069,2021-12-12 14:02:54
"730",-0.0664,-0.7126,1.258,2021-12-12 14:02:55
"731",0.2058,0.1145,-0.6194,2021-12-12 14:02:56
"732",-0.3667,-2.7456,7.5941,2021-12-12 14:02:57
"733",0.53,1.3257,0.5797,2021-12-12 14:02:58
"734",0.343,-0.2748,0.2757,2021-12-12 14:02:59
"735",-0.0147,-1.567,-0.9199,2021-12-12 14:03:00
"736",-1.6559,2.7229,-2.3666,2021-12-12 14:03:01
"737",1.1866,-2.0315,0.3037,2021-12-12 14:03:02
"738",-0.0197,-0.1839,-0.2454,2021-12-12 14:03:03
"739",-2.4354,-0.4663,1.5128,2021-12-12 14:03:04
"740",1.477,-2.7462,0.0869,2021-12-12 14:03:05
"741",-0.931,-1.577,-0.6484,2021-12-12 14:03:06
"742",-0.0068,-0.4992,0.074,2021-12-12 14:03:07
"743",0.6374,-1.1444,1.7346,2021-12-12 14:03:08
"744",0.4533,-0.5403,-0.4324,2021-12-12 14:03:09
"745",0.0326,-0.0304,-0.0601,2021-12-12 14:03:10
"746",-0.0124,0.0569,0.0342,2021-12-12 14:03:11
"747",0.1061,-0.0202,-0.0924,2021-12-12 14:03:12
"748",-46.4149,32.9387,44.2998,2021-12-12 14:03:13
"749",-2.1908,-1.3911,0.5008,2021-12-12 14:03:14
"750",3.4589,-0.2103,1.1948,2021-12-12 14:03:15
"751",-4.2327,-3.4084,2.2592,2021-12-12 14:03:16
"752",14.8332,-36.439,10.4192,2021-12-12 14:03:17
"753",-0.1561,0.0397,-0.0352,2021-12-12 14:03:18
"754",-0.1228,-5e-04,-0.2227,2021-12-12 14:03:19
"755",-0.1021,-0.0704,0.0417,2021-12-12 14:03:20
"756",0.394,-1.0769,-0.3558,2021-12-12 14:03:21
"757",0.1711,0.3376,-0.9615,2021-12-12 14:03:22
"758",0.9283,-0.666,-0.1513,2021-12-12 14:03:23
"759",-1.8358,-0.0203,5.0717,2021-12-12 14:03:24
"760",-0.8672,-0.2475,8.6797,2021-12-12 14:03:25
"761",-0.7241,-0.1312,-0.1045,2021-12-12 14:03:26
"762",-117.0203,2.4578,-18.8546,2021-12-12 14:03:27
"763",-0.1299,-0.1499,-1.2823,2021-12-12 14:03:28
"764",-0.5565,-0.438,-1.3537,2021-12-12 14:03:29
"765",-5e-04,-0.0246,-0.0278,2021-12-12 14:03:30
"766",-0.399200000000001,3.05070000000001,-6.8175,2021-12-12 14:03:31
"767",0.0082,-0.0235,-0.0487,2021-12-12 14:03:32
"768",0.0663,-0.959300000000001,-1.6596,2021-12-12 14:03:33
"769",0.3374,0.1269,-0.8149,2021-12-12 14:03:34
"770",-0.0549,0.3152,-0.3852,2021-12-12 14:03:35
"771",-0.0011,0.0329,-0.0726,2021-12-12 14:03:36
"772",0.1127,0.1194,-0.8436,2021-12-12 14:03:37
"773",-1.0547,0.853500000000001,-3.50759999999999,2021-12-12 14:03:38
"774",-0.057,-0.038,-0.1672,2021-12-12 14:03:39
"775",-0.4081,1.7208,-0.0119,2021-12-12 14:03:40
"776",0.028,-0.0537,-0.1094,2021-12-12 14:03:41
"777",-0.3945,0.0819,0.0054,2021-12-12 14:03:42
"778",0.1028,0.1499,-0.4441,2021-12-12 14:03:43
"779",0.0788,-0.0058,-0.1198,2021-12-12 14:03:44
"780",3.96179999999999,2.6078,16.4622,2021-12-12 14:03:45
"781",-0.0019,-0.006,-0.0549,2021-12-12 14:03:46
"782",0.0059,-0.0053,-0.0956,2021-12-12 14:03:47
"783",0.0292,0.2193,-0.055,2021-12-12 14:03:48
"784",-0.139,-0.6184,-1.3115,2021-12-12 14:03:49
"785",0.0077,0.0442,-0.0693,2021-12-12 14:03:50
"786",0.0038,0.0545,-0.1626,2021-12-12 14:03:51
"787",0.0488,-0.0713,-0.2322,2021-12-12 14:03:52
"788",-0.0121,0.0043,-0.055,2021-12-12 14:03:53
"789",-0.058,0.176,-0.5339,2021-12-12 14:03:54
"790",-0.0237,0.2341,-0.8506,2021-12-12 14:03:55
"791",0.0071,0.002,-0.0455,2021-12-12 14:03:56
"792",2.4766,-0.0463,-5.41310000000001,2021-12-12 14:03:57
"793",-0.4526,-0.6945,-0.3713,2021-12-12 14:03:58
"794",0.033,0.1128,-1.1237,2021-12-12 14:03:59
"795",-0.2029,0.0144,-1.1143,2021-12-12 14:04:00
"796",0.0908,0.0863,-0.3231,2021-12-12 14:04:01
"797",-0.0642,-0.0241,0.0989,2021-12-12 14:04:02
"798",0.0364,-0.0378,-0.3862,2021-12-12 14:04:03
"799",0.6786,-0.2272,-0.7295,2021-12-12 14:04:04
"800",-0.823,-1.0154,0.7475,2021-12-12 14:04:05
"801",0.203,-0.3555,0.7812,2021-12-12 14:04:06
"802",-0.388,0.2268,-0.3184,2021-12-12 14:04:07
"803",0.0255,-0.0199,-0.1568,2021-12-12 14:04:08
"804",0.0294,-0.1145,-0.041,2021-12-12 14:04:09
"805",0.1224,-0.1928,0.1754,2021-12-12 14:04:10
"806",0.0712,-0.0513,-0.0683,2021-12-12 14:04:11
"807",0.0018,-0.0464,-0.1906,2021-12-12 14:04:12
"808",0.1618,-0.0713,-0.0795,2021-12-12 14:04:13
"809",0.00609999999999999,-0.043,-0.405,2021-12-12 14:04:14
"810",2.1061,-1.0339,-1.2086,2021-12-12 14:04:15
"811",0.0981,-0.1666,-0.3941,2021-12-12 14:04:16
"812",0.1675,-0.1454,0.0884,2021-12-12 14:04:17
"813",0.0837,0.0418,-0.0501,2021-12-12 14:04:18
"814",0.5042,-0.3912,0.1574,2021-12-12 14:04:19
"815",0.1025,-0.1128,0.2907,2021-12-12 14:04:20
"816",-0.5538,0.0537,0.9086,2021-12-12 14:04:21
"817",0.2429,-0.1624,0.0702,2021-12-12 14:04:22
"818",0.0888,0.0578,-0.1013,2021-12-12 14:04:23
"819",0.0354,-0.0086,-0.1302,2021-12-12 14:04:24
"820",-0.3923,0.4661,-0.1812,2021-12-12 14:04:25
"821",-0.0388,0.2443,0.0465,2021-12-12 14:04:26
